token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,x,WOEValue,token_length,WOEAbs,flg_singleLabel,WOERanks,lengthRanks
hawkins,8,15,2.0,6.0,0.13333333333333333,1,0,1,2497,139,716,0.014388489208633094,0.008379888268156424,1.7170263788968827,0.5405939451618442,7.0,0.5405939451618442,0,4.0,3.0
king,9,15,2.0,7.0,0.13333333333333333,1,0,1,2498,139,716,0.014388489208633094,0.009776536312849162,1.4717368961973278,0.38644326533458584,4.0,0.38644326533458584,0,4.0,3.0
brad,8,15,1.0,7.0,0.06666666666666667,1,0,1,2499,139,716,0.007194244604316547,0.009776536312849162,0.7358684480986639,-0.30670391522535945,4.0,0.30670391522535945,0,3.0,3.0
warrant,5,15,2.0,3.0,0.13333333333333333,1,0,1,2500,139,716,0.014388489208633094,0.004189944134078212,3.4340527577937654,1.2337411257217896,7.0,1.2337411257217896,0,5.0,3.0
dg,5,15,1.0,4.0,0.06666666666666667,1,0,1,2501,139,716,0.007194244604316547,0.00558659217877095,1.2877697841726619,0.2529118727100632,2.0,0.2529118727100632,0,4.0,2.0
pack,5,15,1.0,4.0,0.06666666666666667,1,0,1,2502,139,716,0.007194244604316547,0.00558659217877095,1.2877697841726619,0.2529118727100632,4.0,0.2529118727100632,0,4.0,3.0
fell,11,15,7.0,4.0,0.4666666666666667,1,1,1,2503,139,716,0.050359712230215826,0.00558659217877095,9.014388489208633,2.1988220217653764,4.0,2.1988220217653764,0,6.0,3.0
dennis,14,15,6.0,8.0,0.4,1,1,1,2504,139,716,0.04316546762589928,0.0111731843575419,3.8633093525179856,1.351524161378173,6.0,1.351524161378173,0,5.0,3.0
outlook,13,15,8.0,5.0,0.5333333333333333,1,1,1,2505,139,716,0.05755395683453238,0.006983240223463687,8.241726618705037,2.1092098630756895,7.0,2.1092098630756895,0,6.0,3.0
protect,13,15,9.0,4.0,0.6,1,1,1,2506,139,716,0.06474820143884892,0.00558659217877095,11.589928057553957,2.4501364500462826,7.0,2.4501364500462826,0,6.0,3.0
permit,9,15,2.0,7.0,0.13333333333333333,1,0,1,2507,139,716,0.014388489208633094,0.009776536312849162,1.4717368961973278,0.38644326533458584,6.0,0.38644326533458584,0,4.0,3.0
owns,10,15,5.0,5.0,0.3333333333333333,1,1,1,2508,139,716,0.03597122302158273,0.006983240223463687,5.151079136690647,1.6392062338299538,4.0,1.6392062338299538,0,5.0,3.0
priced,13,15,7.0,6.0,0.4666666666666667,1,1,1,2509,139,716,0.050359712230215826,0.008379888268156424,6.009592326139089,1.7933569136572123,6.0,1.7933569136572123,0,5.0,3.0
accepted,15,15,4.0,11.0,0.26666666666666666,1,1,1,2510,139,716,0.02877697841726619,0.015363128491620111,1.8731196860693264,0.627605322151474,8.0,0.627605322151474,0,4.0,3.0
subsequent,13,15,5.0,8.0,0.3333333333333333,1,1,1,2511,139,716,0.03597122302158273,0.0111731843575419,3.2194244604316546,1.1692026045842183,10.0,1.1692026045842183,0,5.0,4.0
injection,5,15,0.0,5.0,0.0,1,0,1,2512,139,716,0.0,0.006983240223463687,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
methodology,7,15,5.0,2.0,0.3333333333333333,1,0,1,2513,139,716,0.03597122302158273,0.002793296089385475,12.877697841726619,2.555496965704109,11.0,2.555496965704109,0,6.0,4.0
denis,2,15,0.0,2.0,0.0,1,0,1,2514,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
hodge,11,15,3.0,8.0,0.2,1,1,1,2515,139,716,0.02158273381294964,0.0111731843575419,1.9316546762589928,0.6583769808182276,5.0,0.6583769808182276,0,4.0,3.0
indices,2,15,1.0,1.0,0.06666666666666667,1,0,1,2516,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
vkaminski,6,15,4.0,2.0,0.26666666666666666,1,0,1,2517,139,716,0.02877697841726619,0.002793296089385475,10.302158273381295,2.332353414389899,9.0,2.332353414389899,0,6.0,3.0
yield,5,15,3.0,2.0,0.2,1,0,1,2518,139,716,0.02158273381294964,0.002793296089385475,7.726618705035971,2.0446713419381184,5.0,2.0446713419381184,0,6.0,3.0
explain,14,15,7.0,7.0,0.4666666666666667,1,1,1,2519,139,716,0.050359712230215826,0.009776536312849162,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
lose,10,15,7.0,3.0,0.4666666666666667,1,1,1,2520,139,716,0.050359712230215826,0.004189944134078212,12.019184652278177,2.4865040942171577,4.0,2.4865040942171577,0,6.0,3.0
japanese,8,15,2.0,6.0,0.13333333333333333,1,0,1,2521,139,716,0.014388489208633094,0.008379888268156424,1.7170263788968827,0.5405939451618442,8.0,0.5405939451618442,0,4.0,3.0
criteria,7,15,3.0,4.0,0.2,1,0,1,2522,139,716,0.02158273381294964,0.00558659217877095,3.8633093525179856,1.351524161378173,8.0,1.351524161378173,0,5.0,3.0
782,9,15,5.0,4.0,0.3333333333333333,1,0,1,2523,139,716,0.03597122302158273,0.00558659217877095,6.438848920863309,1.8623497851441635,3.0,1.8623497851441635,0,5.0,2.0
registration,6,15,2.0,4.0,0.13333333333333333,1,0,1,2524,139,716,0.014388489208633094,0.00558659217877095,2.5755395683453237,0.9460590532700086,12.0,0.9460590532700086,0,5.0,4.0
petroleum,8,15,2.0,6.0,0.13333333333333333,1,0,1,2525,139,716,0.014388489208633094,0.008379888268156424,1.7170263788968827,0.5405939451618442,9.0,0.5405939451618442,0,4.0,3.0
grant,9,14,3.0,6.0,0.21428571428571427,1,0,1,2526,139,716,0.02158273381294964,0.008379888268156424,2.5755395683453237,0.9460590532700086,5.0,0.9460590532700086,0,5.0,3.0
patel,14,14,0.0,14.0,0.0,1,1,1,2527,139,716,0.0,0.019553072625698324,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
interconnect,9,14,7.0,2.0,0.5,1,0,1,2528,139,716,0.050359712230215826,0.002793296089385475,18.028776978417266,2.891969202325322,12.0,2.891969202325322,0,6.0,4.0
darron,5,14,0.0,5.0,0.0,1,0,1,2529,139,716,0.0,0.006983240223463687,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
instruments,7,14,2.0,5.0,0.14285714285714285,1,0,1,2530,139,716,0.014388489208633094,0.006983240223463687,2.0604316546762593,0.7229155019557989,11.0,0.7229155019557989,0,4.0,4.0
pamela,3,14,1.0,2.0,0.07142857142857142,1,0,1,2531,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,6.0,0.9460590532700086,0,5.0,3.0
hr,11,14,1.0,10.0,0.07142857142857142,1,1,1,2532,139,716,0.007194244604316547,0.013966480446927373,0.5151079136690648,-0.6633788591640917,2.0,0.6633788591640917,0,2.0,2.0
moment,12,14,5.0,7.0,0.35714285714285715,1,1,1,2533,139,716,0.03597122302158273,0.009776536312849162,3.6793422404933196,1.3027339972087408,6.0,1.3027339972087408,0,5.0,3.0
ronan,10,14,5.0,5.0,0.35714285714285715,1,1,1,2534,139,716,0.03597122302158273,0.006983240223463687,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
doe,8,14,3.0,5.0,0.21428571428571427,1,0,1,2535,139,716,0.02158273381294964,0.006983240223463687,3.090647482014389,1.1283806100639633,3.0,1.1283806100639633,0,5.0,2.0
leaving,13,14,4.0,9.0,0.2857142857142857,1,1,1,2536,139,716,0.02877697841726619,0.012569832402234637,2.2893685051958435,0.8282760176136251,7.0,0.8282760176136251,0,5.0,3.0
llp,11,14,1.0,10.0,0.07142857142857142,1,1,1,2537,139,716,0.007194244604316547,0.013966480446927373,0.5151079136690648,-0.6633788591640917,3.0,0.6633788591640917,0,2.0,2.0
space,12,14,6.0,6.0,0.42857142857142855,1,1,1,2538,139,716,0.04316546762589928,0.008379888268156424,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
1997,8,14,4.0,4.0,0.2857142857142857,1,0,1,2539,139,716,0.02877697841726619,0.00558659217877095,5.151079136690647,1.6392062338299538,4.0,1.6392062338299538,0,5.0,3.0
regular,13,14,2.0,11.0,0.14285714285714285,1,1,1,2540,139,716,0.014388489208633094,0.015363128491620111,0.9365598430346632,-0.06554185840847133,7.0,0.06554185840847133,0,3.0,3.0
providers,7,14,4.0,3.0,0.2857142857142857,1,0,1,2541,139,716,0.02877697841726619,0.004189944134078212,6.868105515587531,1.926888306281735,9.0,1.926888306281735,0,5.0,3.0
insight,5,14,1.0,4.0,0.07142857142857142,1,0,1,2542,139,716,0.007194244604316547,0.00558659217877095,1.2877697841726619,0.2529118727100632,7.0,0.2529118727100632,0,4.0,3.0
locate,11,14,4.0,7.0,0.2857142857142857,1,1,1,2543,139,716,0.02877697841726619,0.009776536312849162,2.9434737923946557,1.0795904458945311,6.0,1.0795904458945311,0,5.0,3.0
occur,12,14,5.0,7.0,0.35714285714285715,1,1,1,2544,139,716,0.03597122302158273,0.009776536312849162,3.6793422404933196,1.3027339972087408,5.0,1.3027339972087408,0,5.0,3.0
additionally,13,14,3.0,10.0,0.21428571428571427,1,1,1,2545,139,716,0.02158273381294964,0.013966480446927373,1.5453237410071945,0.435233429504018,12.0,0.435233429504018,0,4.0,4.0
structuring,8,14,1.0,7.0,0.07142857142857142,1,0,1,2546,139,716,0.007194244604316547,0.009776536312849162,0.7358684480986639,-0.30670391522535945,11.0,0.30670391522535945,0,3.0,4.0
tamara,8,14,1.0,7.0,0.07142857142857142,1,0,1,2547,139,716,0.007194244604316547,0.009776536312849162,0.7358684480986639,-0.30670391522535945,6.0,0.30670391522535945,0,3.0,3.0
partnership,11,14,6.0,5.0,0.42857142857142855,1,1,1,2548,139,716,0.04316546762589928,0.006983240223463687,6.181294964028778,1.8215277906239087,11.0,1.8215277906239087,0,5.0,4.0
escalante,9,14,5.0,4.0,0.35714285714285715,1,0,1,2549,139,716,0.03597122302158273,0.00558659217877095,6.438848920863309,1.8623497851441635,9.0,1.8623497851441635,0,5.0,3.0
framework,8,14,2.0,6.0,0.14285714285714285,1,0,1,2550,139,716,0.014388489208633094,0.008379888268156424,1.7170263788968827,0.5405939451618442,9.0,0.5405939451618442,0,4.0,3.0
certificates,3,14,1.0,2.0,0.07142857142857142,1,0,1,2551,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,12.0,0.9460590532700086,0,5.0,4.0
korea,4,14,0.0,4.0,0.0,1,0,1,2552,139,716,0.0,0.00558659217877095,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
singapore,7,14,0.0,7.0,0.0,1,0,1,2553,139,716,0.0,0.009776536312849162,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
persons,12,14,6.0,6.0,0.42857142857142855,1,1,1,2554,139,716,0.04316546762589928,0.008379888268156424,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
greatly,14,14,3.0,11.0,0.21428571428571427,1,1,1,2555,139,716,0.02158273381294964,0.015363128491620111,1.404839764551995,0.3399232496996932,7.0,0.3399232496996932,0,4.0,3.0
bailey,6,14,3.0,3.0,0.21428571428571427,1,0,1,2556,139,716,0.02158273381294964,0.004189944134078212,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
ideas,13,14,5.0,8.0,0.35714285714285715,1,1,1,2557,139,716,0.03597122302158273,0.0111731843575419,3.2194244604316546,1.1692026045842183,5.0,1.1692026045842183,0,5.0,3.0
stanley,13,14,2.0,11.0,0.14285714285714285,1,1,1,2558,139,716,0.014388489208633094,0.015363128491620111,0.9365598430346632,-0.06554185840847133,7.0,0.06554185840847133,0,3.0,3.0
consistent,14,14,6.0,8.0,0.42857142857142855,1,1,1,2559,139,716,0.04316546762589928,0.0111731843575419,3.8633093525179856,1.351524161378173,10.0,1.351524161378173,0,5.0,4.0
capture,9,14,3.0,6.0,0.21428571428571427,1,0,1,2560,139,716,0.02158273381294964,0.008379888268156424,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
booked,8,14,0.0,8.0,0.0,1,0,1,2561,139,716,0.0,0.0111731843575419,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
ofo,3,14,0.0,3.0,0.0,1,0,1,2562,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
bryan,10,14,2.0,8.0,0.14285714285714285,1,1,1,2563,139,716,0.014388489208633094,0.0111731843575419,1.2877697841726619,0.2529118727100632,5.0,0.2529118727100632,0,4.0,3.0
pr,9,14,4.0,5.0,0.2857142857142857,1,0,1,2564,139,716,0.02877697841726619,0.006983240223463687,4.120863309352519,1.4160626825157443,2.0,1.4160626825157443,0,5.0,2.0
park,7,14,3.0,4.0,0.21428571428571427,1,0,1,2565,139,716,0.02158273381294964,0.00558659217877095,3.8633093525179856,1.351524161378173,4.0,1.351524161378173,0,5.0,3.0
jessica,7,14,2.0,5.0,0.14285714285714285,1,0,1,2566,139,716,0.014388489208633094,0.006983240223463687,2.0604316546762593,0.7229155019557989,7.0,0.7229155019557989,0,4.0,3.0
henry,9,14,2.0,7.0,0.14285714285714285,1,0,1,2567,139,716,0.014388489208633094,0.009776536312849162,1.4717368961973278,0.38644326533458584,5.0,0.38644326533458584,0,4.0,3.0
booth,10,14,4.0,6.0,0.2857142857142857,1,1,1,2568,139,716,0.02877697841726619,0.008379888268156424,3.4340527577937654,1.2337411257217896,5.0,1.2337411257217896,0,5.0,3.0
coordinate,11,14,4.0,7.0,0.2857142857142857,1,1,1,2569,139,716,0.02877697841726619,0.009776536312849162,2.9434737923946557,1.0795904458945311,10.0,1.0795904458945311,0,5.0,4.0
aep,7,14,1.0,6.0,0.07142857142857142,1,0,1,2570,139,716,0.007194244604316547,0.008379888268156424,0.8585131894484413,-0.15255323539810103,3.0,0.15255323539810103,0,3.0,2.0
ph,13,14,2.0,11.0,0.14285714285714285,1,1,1,2571,139,716,0.014388489208633094,0.015363128491620111,0.9365598430346632,-0.06554185840847133,2.0,0.06554185840847133,0,3.0,2.0
signature,12,14,1.0,11.0,0.07142857142857142,1,1,1,2572,139,716,0.007194244604316547,0.015363128491620111,0.4682799215173316,-0.7586890389684167,9.0,0.7586890389684167,0,2.0,3.0
improve,14,14,8.0,6.0,0.5714285714285714,1,1,1,2573,139,716,0.05755395683453238,0.008379888268156424,6.868105515587531,1.926888306281735,7.0,1.926888306281735,0,5.0,3.0
dhabi,3,14,1.0,2.0,0.07142857142857142,1,0,1,2574,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,5.0,0.9460590532700086,0,5.0,3.0
cargo,2,14,0.0,2.0,0.0,1,0,1,2575,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
kwh,9,14,6.0,3.0,0.42857142857142855,1,0,1,2576,139,716,0.04316546762589928,0.004189944134078212,10.302158273381295,2.332353414389899,3.0,2.332353414389899,0,6.0,2.0
launched,10,14,4.0,6.0,0.2857142857142857,1,1,1,2577,139,716,0.02877697841726619,0.008379888268156424,3.4340527577937654,1.2337411257217896,8.0,1.2337411257217896,0,5.0,3.0
parent,8,14,4.0,4.0,0.2857142857142857,1,0,1,2578,139,716,0.02877697841726619,0.00558659217877095,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
sitara,7,14,0.0,7.0,0.0,1,0,1,2579,139,716,0.0,0.009776536312849162,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
79,7,14,3.0,4.0,0.21428571428571427,1,0,1,2580,139,716,0.02158273381294964,0.00558659217877095,3.8633093525179856,1.351524161378173,2.0,1.351524161378173,0,5.0,2.0
cold,8,14,7.0,1.0,0.5,1,0,1,2581,139,716,0.050359712230215826,0.0013966480446927375,36.05755395683453,3.5851163828852672,4.0,3.5851163828852672,0,6.0,3.0
facilitate,12,14,7.0,5.0,0.5,1,1,1,2582,139,716,0.050359712230215826,0.006983240223463687,7.211510791366907,1.9756784704511667,10.0,1.9756784704511667,0,5.0,4.0
burden,11,14,7.0,4.0,0.5,1,1,1,2583,139,716,0.050359712230215826,0.00558659217877095,9.014388489208633,2.1988220217653764,6.0,2.1988220217653764,0,6.0,3.0
617,5,14,4.0,1.0,0.2857142857142857,1,0,1,2584,139,716,0.02877697841726619,0.0013966480446927375,20.60431654676259,3.0255005949498446,3.0,3.0255005949498446,0,6.0,2.0
guidroz,11,14,0.0,11.0,0.0,1,1,1,2585,139,716,0.0,0.015363128491620111,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
pilot,6,14,4.0,2.0,0.2857142857142857,1,0,1,2586,139,716,0.02877697841726619,0.002793296089385475,10.302158273381295,2.332353414389899,5.0,2.332353414389899,0,6.0,3.0
assessment,6,14,1.0,5.0,0.07142857142857142,1,0,1,2587,139,716,0.007194244604316547,0.006983240223463687,1.0302158273381297,0.029768321395853645,10.0,0.029768321395853645,0,4.0,4.0
slightly,11,14,6.0,5.0,0.42857142857142855,1,1,1,2588,139,716,0.04316546762589928,0.006983240223463687,6.181294964028778,1.8215277906239087,8.0,1.8215277906239087,0,5.0,3.0
sincerely,14,14,4.0,10.0,0.2857142857142857,1,1,1,2589,139,716,0.02877697841726619,0.013966480446927373,2.0604316546762593,0.7229155019557989,9.0,0.7229155019557989,0,4.0,3.0
function,9,14,3.0,6.0,0.21428571428571427,1,0,1,2590,139,716,0.02158273381294964,0.008379888268156424,2.5755395683453237,0.9460590532700086,8.0,0.9460590532700086,0,5.0,3.0
survey,7,14,4.0,3.0,0.2857142857142857,1,0,1,2591,139,716,0.02877697841726619,0.004189944134078212,6.868105515587531,1.926888306281735,6.0,1.926888306281735,0,5.0,3.0
learn,10,14,3.0,7.0,0.21428571428571427,1,1,1,2592,139,716,0.02158273381294964,0.009776536312849162,2.2076053442959918,0.7919083734427502,5.0,0.7919083734427502,0,5.0,3.0
family,9,14,2.0,7.0,0.14285714285714285,1,0,1,2593,139,716,0.014388489208633094,0.009776536312849162,1.4717368961973278,0.38644326533458584,6.0,0.38644326533458584,0,4.0,3.0
ride,4,14,1.0,3.0,0.07142857142857142,1,0,1,2594,139,716,0.007194244604316547,0.004189944134078212,1.7170263788968827,0.5405939451618442,4.0,0.5405939451618442,0,4.0,3.0
surrounding,11,14,4.0,7.0,0.2857142857142857,1,1,1,2595,139,716,0.02877697841726619,0.009776536312849162,2.9434737923946557,1.0795904458945311,11.0,1.0795904458945311,0,5.0,4.0
floating,9,14,3.0,6.0,0.21428571428571427,1,0,1,2596,139,716,0.02158273381294964,0.008379888268156424,2.5755395683453237,0.9460590532700086,8.0,0.9460590532700086,0,5.0,3.0
followed,12,14,5.0,7.0,0.35714285714285715,1,1,1,2597,139,716,0.03597122302158273,0.009776536312849162,3.6793422404933196,1.3027339972087408,8.0,1.3027339972087408,0,5.0,3.0
connie,4,14,0.0,4.0,0.0,1,0,1,2598,139,716,0.0,0.00558659217877095,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
lane,2,14,1.0,1.0,0.07142857142857142,1,0,1,2599,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,4.0,1.6392062338299538,0,5.0,3.0
resulted,9,14,7.0,2.0,0.5,1,0,1,2600,139,716,0.050359712230215826,0.002793296089385475,18.028776978417266,2.891969202325322,8.0,2.891969202325322,0,6.0,3.0
denver,8,14,3.0,5.0,0.21428571428571427,1,0,1,2601,139,716,0.02158273381294964,0.006983240223463687,3.090647482014389,1.1283806100639633,6.0,1.1283806100639633,0,5.0,3.0
tough,7,14,4.0,3.0,0.2857142857142857,1,0,1,2602,139,716,0.02877697841726619,0.004189944134078212,6.868105515587531,1.926888306281735,5.0,1.926888306281735,0,5.0,3.0
supporting,13,14,4.0,9.0,0.2857142857142857,1,1,1,2603,139,716,0.02877697841726619,0.012569832402234637,2.2893685051958435,0.8282760176136251,10.0,0.8282760176136251,0,5.0,4.0
phillips,8,14,1.0,7.0,0.07142857142857142,1,0,1,2604,139,716,0.007194244604316547,0.009776536312849162,0.7358684480986639,-0.30670391522535945,8.0,0.30670391522535945,0,3.0,3.0
seeing,14,14,4.0,10.0,0.2857142857142857,1,1,1,2605,139,716,0.02877697841726619,0.013966480446927373,2.0604316546762593,0.7229155019557989,6.0,0.7229155019557989,0,4.0,3.0
cypress,2,14,0.0,2.0,0.0,1,0,1,2606,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
travis,7,14,1.0,6.0,0.07142857142857142,1,0,1,2607,139,716,0.007194244604316547,0.008379888268156424,0.8585131894484413,-0.15255323539810103,6.0,0.15255323539810103,0,3.0,3.0
applied,12,14,2.0,10.0,0.14285714285714285,1,1,1,2608,139,716,0.014388489208633094,0.013966480446927373,1.0302158273381297,0.029768321395853645,7.0,0.029768321395853645,0,4.0,3.0
wrong,13,14,7.0,6.0,0.5,1,1,1,2609,139,716,0.050359712230215826,0.008379888268156424,6.009592326139089,1.7933569136572123,5.0,1.7933569136572123,0,5.0,3.0
executives,10,14,8.0,2.0,0.5714285714285714,1,1,1,2610,139,716,0.05755395683453238,0.002793296089385475,20.60431654676259,3.0255005949498446,10.0,3.0255005949498446,0,6.0,4.0
lawrence,6,14,2.0,4.0,0.14285714285714285,1,0,1,2611,139,716,0.014388489208633094,0.00558659217877095,2.5755395683453237,0.9460590532700086,8.0,0.9460590532700086,0,5.0,3.0
constellation,4,14,1.0,3.0,0.07142857142857142,1,0,1,2612,139,716,0.007194244604316547,0.004189944134078212,1.7170263788968827,0.5405939451618442,13.0,0.5405939451618442,0,4.0,4.0
jackp,12,14,6.0,6.0,0.42857142857142855,1,1,1,2613,139,716,0.04316546762589928,0.008379888268156424,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
lindberg,7,14,3.0,4.0,0.21428571428571427,1,0,1,2614,139,716,0.02158273381294964,0.00558659217877095,3.8633093525179856,1.351524161378173,8.0,1.351524161378173,0,5.0,3.0
turbine,6,14,2.0,4.0,0.14285714285714285,1,0,1,2615,139,716,0.014388489208633094,0.00558659217877095,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
represents,11,14,3.0,8.0,0.21428571428571427,1,1,1,2616,139,716,0.02158273381294964,0.0111731843575419,1.9316546762589928,0.6583769808182276,10.0,0.6583769808182276,0,4.0,4.0
kathy,7,14,2.0,5.0,0.14285714285714285,1,0,1,2617,139,716,0.014388489208633094,0.006983240223463687,2.0604316546762593,0.7229155019557989,5.0,0.7229155019557989,0,4.0,3.0
hereby,13,14,6.0,7.0,0.42857142857142855,1,1,1,2618,139,716,0.04316546762589928,0.009776536312849162,4.4152106885919835,1.4850555540026955,6.0,1.4850555540026955,0,5.0,3.0
argentina,7,14,0.0,7.0,0.0,1,0,1,2619,139,716,0.0,0.009776536312849162,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
announce,10,14,4.0,6.0,0.2857142857142857,1,1,1,2620,139,716,0.02877697841726619,0.008379888268156424,3.4340527577937654,1.2337411257217896,8.0,1.2337411257217896,0,5.0,3.0
applications,7,14,2.0,5.0,0.14285714285714285,1,0,1,2621,139,716,0.014388489208633094,0.006983240223463687,2.0604316546762593,0.7229155019557989,12.0,0.7229155019557989,0,4.0,4.0
argument,12,14,7.0,5.0,0.5,1,1,1,2622,139,716,0.050359712230215826,0.006983240223463687,7.211510791366907,1.9756784704511667,8.0,1.9756784704511667,0,5.0,3.0
mccullough,8,14,2.0,6.0,0.14285714285714285,1,0,1,2623,139,716,0.014388489208633094,0.008379888268156424,1.7170263788968827,0.5405939451618442,10.0,0.5405939451618442,0,4.0,4.0
fob,2,14,0.0,2.0,0.0,1,0,1,2624,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
wide,9,14,4.0,5.0,0.2857142857142857,1,0,1,2625,139,716,0.02877697841726619,0.006983240223463687,4.120863309352519,1.4160626825157443,4.0,1.4160626825157443,0,5.0,3.0
